id,model,year,transmission,manufacturer,vehicle_type,fuel,fuel_configuration,best_mpge
11272,rav 4 ev,2014,auto,toyota,suv,electric,dedicated,78.0
10002,malibu ls,2011,unknown,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,33.0
10126,volt,2011,unknown,chevrolet,sedan/wagon,plug-in hybrid electric,unknown,93.0
10297,fusion ffv,2012,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,28.0
12833,ioniq plug-in hybrid,2022,auto,hyundai,sedan/wagon,plug-in hybrid electric,hybrid electric,52.0
11701,accord hybrid,2017,auto,honda,sedan/wagon,hybrid electric,hybrid electric,49.0
12091,colorado 4wd,2019,auto,chevrolet,pickup,biodiesel (b20),dedicated,28.0
10331,express 2500/3500,2012,auto,chevrolet,van,ethanol (e85),flexible fuel,17.0
12794,a7 quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,30.0
12707,santa fe hybrid blue,2021,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,36.0
824,mariner,2008,continuously variable,mercury,suv,hybrid electric,hybrid electric,34.0
13088,tundra 4wd pro,2022,auto,toyota,pickup,hybrid electric,hybrid electric,20.0
12780,transit connect van ffv,2022,auto,ford,van,ethanol (e85),flexible fuel,27.0
12929,accord sport/touring,2022,auto,honda,sedan/wagon,hybrid electric,hybrid electric,44.0
371,c240 luxury sedan ffv,2005,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,25.0
12825,range rover sport p360 mhev,2022,auto,land rover,suv,hybrid electric,dedicated,24.0
374,explorer sport trac ffv,2005,auto,ford,suv,ethanol (e85),flexible fuel,20.0
12307,a6 quattro,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,32.0
10550,avalon,2013,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,40.0
12978,explorer hev rwd,2022,auto,ford,suv,hybrid electric,hybrid electric,28.0
12703,q5 sportback,2021,auto,audi,suv,hybrid electric,hybrid electric,28.0
385,savana,2004,auto,gmc,van,cng - compressed natural gas,dedicated,20.0
12548,745e xdrive,2021,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,26.0
12341,panamera turbo s e-hybrid executive,2020,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,22.0
10050,grand cherokee 4wd,2011,auto,jeep,suv,ethanol (e85),flexible fuel,22.0
612,f-150,1997,unknown,ford,pickup,propane,dual/bi-fueled,18.0
13107,taycan gts st,2023,auto,porsche,sedan/wagon,electric,dedicated,80.0
10660,karma,2012,auto,fisker automotive,sedan/wagon,plug-in hybrid electric,hybrid electric,63.0
12790,a6 quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,30.0
10048,s400 hybrid,2011,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,26.0
12401,s 560e,2019,auto,mercedes-benz,suv,plug-in hybrid electric,hybrid electric,64.0
552,e 350 van,2003,auto,ford,van,cng - compressed natural gas,dedicated,17.0
682,monte carlo ffv,2007,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,31.0
13015,model 3 performance awd,2022,auto,tesla,sedan/wagon,electric,dedicated,118.0
599,ram wagon,1999,auto,dodge,van,cng - compressed natural gas,dedicated,17.0
56,civic gx,2000,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,35.0
585,f-series (late 1999),1999,auto,ford,pickup,cng - compressed natural gas,dual/bi-fueled,16.0
11451,xj ffv,2015,auto,jaguar,sedan/wagon,ethanol (e85),flexible fuel,27.0
12077,taurus fwd ffv,2019,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,26.0
12500,colorado 4wd,2021,auto,chevrolet,pickup,biodiesel (b20),dedicated,28.0
11371,300h,2015,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,40.0
10313,fusion hybrid,2012,continuously variable,ford,sedan/wagon,hybrid electric,hybrid electric,41.0
12770,panamera 4s e-hybrid st,2021,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,23.0
11986,sonata hybrid,2018,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,44.0
10096,continental supersport,2011,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
12170,clarity,2019,auto,honda,sedan/wagon,electric,dedicated,126.0
10529,ct 200h,2013,continuously variable,lexus,sedan/wagon,hybrid electric,hybrid electric,43.0
11606,fortwo,2016,auto,smart,sedan/wagon,electric,dedicated,122.0
12624,model x long range plus,2021,auto,tesla,suv,electric,dedicated,109.0
829,highlander,2008,continuously variable,toyota,suv,hybrid electric,hybrid electric,27.0
12037,equinox awd,2019,auto,chevrolet,suv,biodiesel (b20),dedicated,38.0
12144,ls 500h,2019,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,33.0
13041,rav4 prime awd,2022,auto,toyota,sedan/wagon,plug-in hybrid electric,dedicated,40.0
810,grand caravan ffv,2008,auto,dodge,van,ethanol (e85),flexible fuel,27.0
10473,activehybrid 7,2013,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,30.0
10343,silverado 1500 ffv,2012,auto,chevrolet,pickup,ethanol (e85),flexible fuel,18.0
11890,yukon k1500 xl 4wd,2018,auto,gmc,suv,ethanol (e85),flexible fuel,22.0
12205,xe awd,2019,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,40.0
10326,equinox fwd/awd,2012,auto,chevrolet,suv,ethanol (e85),flexible fuel,24.0
456,sebring ffv,2006,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,28.0
11831,cruze hatchback,2018,auto,chevrolet,sedan/wagon,biodiesel (b20),dedicated,45.0
873,yukon xl ffv,2009,auto,gmc,suv,ethanol (e85),flexible fuel,20.0
12690,elantra hybrid blue,2021,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,56.0
11188,xj ffv,2014,auto,jaguar,sedan/wagon,ethanol (e85),flexible fuel,23.0
11904,lacrosse hybrid,2018,auto,buick,sedan/wagon,hybrid electric,hybrid electric,35.0
50,rav4-ev pba,1999,single,toyota,suv,electric,dedicated,37.0
870,tahoe ffv,2009,auto,chevrolet,suv,ethanol (e85),flexible fuel,20.0
11137,"tahoe, 2wd/4wd",2014,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
11935,rav4 hybrid awd,2018,auto,toyota,suv,hybrid electric,hybrid electric,34.0
12819,niro fe,2022,auto,kia,sedan/wagon,hybrid electric,hybrid electric,53.0
12127,mdx awd,2019,auto,acura,suv,hybrid electric,hybrid electric,27.0
11703,sonata hybrid se,2017,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,45.0
11540,focus,2016,auto,ford,sedan/wagon,ethanol (e85),dedicated,25.0
12043,tahoe k1500 4wd,2019,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
12404,transit t150 cargo van 2wd ffv,2020,auto,ford,van,ethanol (e85),flexible fuel,19.0
10074,escalade 2wd,2011,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
291,sable sedan ffv,2004,auto,mercury,sedan/wagon,ethanol (e85),flexible fuel,26.0
12388,escape fwd hev,2020,auto,ford,sedan/wagon,hybrid electric,hybrid electric,44.0
11820,range rover velar,2018,auto,land rover,suv,biodiesel (b20),dedicated,30.0
11872,transit t150 van/wagon ffv,2018,auto,ford,van,ethanol (e85),flexible fuel,18.0
12365,"model x performance (20"" wheels)",2020,auto,tesla,suv,electric,dedicated,90.0
615,taurus ffv,1997,auto,ford,sedan/wagon,methanol,flexible fuel,26.0
11715,a3 e-tron,2017,auto,audi,sedan/wagon,plug-in hybrid electric,dedicated,83.0
12896,"air dream r awd w/19"" wheels",2022,auto,"lucid usa, inc.",sedan/wagon,electric,dedicated,126.0
10560,touareg hybrid,2013,auto,volkswagen,suv,hybrid electric,hybrid electric,24.0
11916,q50 hybrid awd,2018,auto,infiniti,sedan/wagon,hybrid electric,hybrid electric,30.0
13077,s90 t8 awd recharge ext. range,2022,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,31.0
10470,q5 hybrid,2013,auto,audi,suv,hybrid electric,hybrid electric,30.0
694,yukon ffv,2007,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
12316,rx 450hl awd,2020,auto,lexus,suv,hybrid electric,hybrid electric,29.0
10551,camry,2013,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,43.0
11422,equinox,2015,auto,chevrolet,suv,ethanol (e85),flexible fuel,23.0
11425,impala limited police,2015,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,29.0
10092,civic hybrid,2011,auto,honda,sedan/wagon,hybrid electric,hybrid electric,45.0
12764,escape fwd phev,2021,auto,ford,suv,plug-in hybrid electric,hybrid electric,43.0
803,vue green line,2008,auto,saturn,suv,hybrid electric,hybrid electric,32.0
12304,sierra 2wd,2020,auto,gmc,pickup,ethanol (e85),flexible fuel,19.0
62,crown victoria,2000,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,22.0
12230,amg gt 53 4matic+,2019,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,24.0
10553,prius plug-in,2013,continuously variable,toyota,sedan/wagon,plug-in hybrid electric,hybrid electric,51.0
673,lexus gs 450h,2007,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,28.0
27,civic gx,1999,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,35.0
642,econoline e-350,1995,auto,ford,van,cng - compressed natural gas,dedicated,17.0
13068,330e xdrive,2022,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,30.0
10573,yukon 1500 2wd/ awd,2013,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
11886,sierra k15 2wd,2018,auto,gmc,pickup,ethanol (e85),flexible fuel,22.0
12343,prius prime,2020,auto,toyota,sedan/wagon,plug-in hybrid electric,dedicated,55.0
122,rav4-ev,2001,single,toyota,suv,electric,dedicated,37.0
12694,f150 pickup 2wd hev,2021,auto,ford,pickup,hybrid electric,hybrid electric,26.0
12068,insight touring,2019,auto,honda,sedan/wagon,hybrid electric,hybrid electric,51.0
11427,terrain,2015,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
10068,express 2500 passenger van,2011,auto,chevrolet,van,ethanol (e85),flexible fuel,16.0
11503,a5 cabriolet quattro,2016,auto,audi,sedan/wagon,ethanol (e85),dedicated,29.0
11975,i3 (94 ah) ,2018,auto,bmw,sedan/wagon,electric,dedicated,129.0
11346,500e,2015,auto,fiat,sedan/wagon,electric,dedicated,122.0
10472,activehybrid 5,2013,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,30.0
11611,e-golf,2016,auto,volkswagen,sedan/wagon,electric,dedicated,126.0
11394,a5 cabriolet quattro,2015,auto,audi,sedan/wagon,ethanol (e85),flexible fuel,28.0
10082,fusion hybrid,2011,auto,ford,sedan/wagon,hybrid electric,hybrid electric,41.0
11471,lacrosse fwd/awd,2015,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,28.0
191,voyager ffv,2002,auto,chrysler,van,ethanol (e85),flexible fuel,24.0
11345,spark,2015,auto,chevrolet,sedan/wagon,electric,dedicated,128.0
12452,defender 110 mhev,2020,auto,land rover,suv,hybrid electric,hybrid electric,22.0
53,chevrolet s-10 nimh,1999,single,chevrolet,pickup,electric,dedicated,94.0
10045,silverado 1500 4wd,2011,auto,chevrolet,pickup,ethanol (e85),flexible fuel,18.0
206,altra ev,2002,transaxle,nissan,sedan/wagon,electric,dedicated,29.0
12507,a6 allroad,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,26.0
13073,grand cherokee 4xe,2022,auto,jeep,suv,plug-in hybrid electric,hybrid electric,24.0
13000,f-150 4wd ffv - with start/stop,2022,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
11530,charger rwd/awd,2016,auto,dodge,sedan/wagon,ethanol (e85),dedicated,31.0
12731,corsair awd phev,2021,auto,lincoln,suv,plug-in hybrid electric,unknown,34.0
631,taurus ffv,1996,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,26.0
11982,highlander hybrid awd,2018,auto,toyota,suv,hybrid electric,hybrid electric,29.0
826,escape hybrid,2008,continuously variable,ford,suv,hybrid electric,hybrid electric,34.0
837,altima,2008,continuously variable,nissan,sedan/wagon,hybrid electric,hybrid electric,35.0
12863,x5 xdrive40i,2022,auto,bmw,suv,hybrid electric,hybrid electric,25.0
12711,range rover velar p400 mhev,2021,auto,land rover,suv,hybrid electric,dedicated,25.0
11841,bolt ev,2018,unknown,chevrolet,sedan/wagon,electric,dedicated,128.0
12578,sierra 4wd,2021,auto,gmc,pickup,ethanol (e85),flexible fuel,18.0
172,f-150,2002,auto,ford,pickup,cng - compressed natural gas,dedicated,16.0
251,silverado,2004,auto,chevrolet,pickup,cng - compressed natural gas,dual/bi-fueled,12.0
12363,model x standard range,2020,auto,tesla,suv,electric,dedicated,105.0
12955,q4 e-tron sportback quattro,2022,auto,audi,suv,electric,unknown,100.0
12371,model 3 mid range,2020,auto,tesla,sedan/wagon,electric,dedicated,128.0
11567,rlx hybrid,2016,auto,acura,sedan/wagon,hybrid electric,dedicated,32.0
35,f-150,2000,auto,ford,pickup,cng - compressed natural gas,dedicated,16.0
11673,sierra c15 2wd,2017,auto,gmc,pickup,ethanol (e85),flexible fuel,24.0
11129,"lacrosse, fwd/awd",2014,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,28.0
13035,pacifica hybrid,2022,auto,chrysler,van,plug-in hybrid electric,hybrid electric,30.0
11863,tahoe k1500 4wd,2018,auto,chevrolet,suv,ethanol (e85),flexible fuel,22.0
10542,armada,2013,auto,nissan,suv,ethanol (e85),flexible fuel,19.0
798,yukon ffv,2008,auto,gmc,suv,ethanol (e85),flexible fuel,20.0
10507,f150 2wd / 4wd,2013,auto,ford,pickup,ethanol (e85),flexible fuel,17.0
606,econoline clubwagon,1997,auto,ford,van,cng - compressed natural gas,dual/bi-fueled,17.0
12616,aviator awd phev,2021,auto,lincoln,suv,plug-in hybrid electric,unknown,25.0
12701,taycan 4s perf battery,2021,auto,porsche,sedan/wagon,electric,dedicated,80.0
10583,silverado c / k 1500,2013,auto,chevrolet,pickup,ethanol (e85),flexible fuel,18.0
10140,challenger,2011,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
135,voyager ffv,2001,auto,chrysler,van,ethanol (e85),flexible fuel,24.0
12549,x5 xdrive45e,2021,auto,bmw,suv,plug-in hybrid electric,hybrid electric,22.0
393,insight hybrid,2005,manual,honda,sedan/wagon,hybrid electric,hybrid electric,66.0
12264,colorado zr2 4wd,2020,auto,chevrolet,pickup,biodiesel (b20),dedicated,22.0
12615,range rover sport phev,2021,auto,land rover,suv,plug-in hybrid electric,hybrid electric,21.0
12768,panamera 4 e-hybrid executive,2021,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,24.0
74,caravan ffv,2000,auto,dodge,van,ethanol (e85),flexible fuel,25.0
11360,activehybrid 5,2015,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,30.0
12179,model 3 long range awd performance,2019,auto,tesla,sedan/wagon,electric,dedicated,120.0
13054,mustang mach-e rwd extended,2022,auto,ford,suv,electric,dedicated,104.0
649,taurus ffv,1991,auto,ford,sedan/wagon,methanol,flexible fuel,26.0
10124,journey,2011,auto,dodge,suv,ethanol (e85),flexible fuel,25.0
12200,i3 with range extender,2019,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,31.0
12417,taycan turbo,2020,auto,porsche,sedan/wagon,electric,dedicated,69.0
11433,grand caravan,2015,auto,dodge,van,ethanol (e85),flexible fuel,25.0
11881,explorer 2wd ffv,2019,auto,ford,suv,ethanol (e85),flexible fuel,24.0
589,super club wagon,1999,auto,ford,van,cng - compressed natural gas,dual/bi-fueled,17.0
10,chevrolet c/k,1998,auto,chevrolet,pickup,cng - compressed natural gas,dual/bi-fueled,22.1
11908,c-max hybrid fwd,2018,unknown,ford,sedan/wagon,hybrid electric,hybrid electric,42.0
11659,tahoe k1500 4wd,2017,auto,chevrolet,suv,ethanol (e85),flexible fuel,22.0
12213,fusion special service vehicle phev,2019,auto,ford,sedan/wagon,plug-in hybrid electric,hybrid electric,43.0
12672,yukon xl 4wd,2021,auto,gmc,suv,biodiesel (b20),dedicated,26.0
10146,escalade esv 2wd,2011,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
10363,hs 250h,2012,continuously variable,lexus,sedan/wagon,hybrid electric,hybrid electric,35.0
851,commander ffv,2009,auto,jeep,suv,ethanol (e85),flexible fuel,19.0
11739,xe awd,2017,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,40.0
13008,ev6 awd (long range) ,2022,auto,kia,sedan/wagon,electric,dedicated,116.0
875,silverado ffv,2009,auto,chevrolet,pickup,ethanol (e85),flexible fuel,20.0
12210,kona electric,2019,auto,hyundai,suv,electric,dedicated,132.0
12353,e-golf,2020,auto,volkswagen,sedan/wagon,electric,dedicated,122.0
12665,mustang mach-e rwd extended,2021,auto,ford,sedan/wagon,electric,dedicated,104.0
11455,xf ffv,2015,auto,jaguar,sedan/wagon,ethanol (e85),flexible fuel,23.0
915,prius 10,2010,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,51.0
12577,sierra 2wd,2021,auto,gmc,pickup,ethanol (e85),flexible fuel,19.0
11566,tundra 2wd/4wd,2016,auto,toyota,pickup,ethanol (e85),dedicated,18.0
710,dakota ffv,2007,auto,dodge,pickup,ethanol (e85),flexible fuel,20.0
11969,i3 (94ah) with range extender,2018,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,109.0
12605,range rover mhev,2021,auto,land rover,suv,hybrid electric,dedicated,23.0
10522,crz,2013,auto,honda,sedan/wagon,hybrid electric,hybrid electric,39.0
6,econoline e-250,1998,auto,ford,van,cng - compressed natural gas,dual/bi-fueled,17.0
11671,explorer 2wd ffv,2017,auto,ford,suv,ethanol (e85),flexible fuel,24.0
977,town & country,2010,unknown,chrysler,suv,ethanol (e85),flexible fuel,24.0
12612,a8l,2021,auto,audi,sedan/wagon,plug-in hybrid electric,unknown,26.0
687,silverado ffv,2007,auto,chevrolet,pickup,ethanol (e85),flexible fuel,21.0
12948,panamera 4s e-hybrid executive,2022,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,23.0
11993,clarity,2018,auto,honda,sedan/wagon,hydrogen fuel cell,dedicated,68.0
12582,es 300h,2021,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,44.0
691,uplander ffv,2007,auto,chevrolet,van,ethanol (e85),flexible fuel,25.0
12288,1500 hfe 2wd,2020,auto,ram,pickup,hybrid electric,hybrid electric,26.0
11811,xc90 t8 plug-in hybrid,2017,auto,volvo,suv,plug-in hybrid electric,dedicated,54.0
841,civic hybrid sedan,2009,continuously variable,honda,sedan/wagon,hybrid electric,hybrid electric,45.0
12305,sierra 4wd,2020,auto,gmc,pickup,ethanol (e85),flexible fuel,19.0
11238,prius v,2014,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,44.0
12832,q5 tfsi e quattro,2022,auto,audi,sedan/wagon,plug-in hybrid electric,unknown,27.0
11372,ls 600h l,2015,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,23.0
12330,prius,2020,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,54.0
12069,1500 2wd,2019,auto,ram,pickup,hybrid electric,hybrid electric,23.0
11420,savana 2500/3500,2015,auto,gmc,van,ethanol (e85),flexible fuel,16.0
11823,xe awd,2018,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,40.0
11837,terrain fwd,2018,auto,gmc,suv,biodiesel (b20),dedicated,39.0
11620,sonata plug-in hybrid,2016,auto,hyundai,sedan/wagon,plug-in hybrid electric,hybrid electric,99.0
13058,mustang mach-e gt performance,2022,auto,ford,suv,electric,dedicated,88.0
11795,nx 300h,2017,auto,lexus,suv,hybrid electric,hybrid electric,33.0
11203,"e350 4matic, sedan/coupe",2014,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,29.0
575,b3000 ffv,2000,auto,mazda,pickup,ethanol (e85),flexible fuel,21.0
10302,mv-1,2012,auto,vehicle production group,suv,cng - compressed natural gas,dedicated,16.0
376,mountaineer ffv,2005,auto,mercury,suv,ethanol (e85),flexible fuel,21.0
11605,leaf,2016,auto,nissan,sedan/wagon,electric,dedicated,126.0
11679,yukon c1500 xl 2wd,2017,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
10492,focus,2013,auto,ford,sedan/wagon,electric,dedicated,110.0
12061,ioniq electric,2019,auto,hyundai,sedan/wagon,electric,dedicated,150.0
12705,escape awd hev,2021,auto,ford,sedan/wagon,hybrid electric,hybrid electric,43.0
11895,gla 250 4matic,2018,auto,mercedes-benz,suv,ethanol (e85),flexible fuel,31.0
12757,i-pace ev400,2021,auto,jaguar,suv,electric,dedicated,80.0
10061,tundra 4wd,2011,auto,toyota,pickup,ethanol (e85),flexible fuel,17.0
11554,cherokee 2wd/fwd,2016,auto,jeep,suv,ethanol (e85),dedicated,31.0
11850,model s rwd 90d,2017,auto,tesla,sedan/wagon,electric,dedicated,107.0
12715,transit t150 passenger van 2wd ffv,2021,auto,ford,passenger van/shuttle bus,ethanol (e85),flexible fuel,18.0
11330,i8,2015,auto,bmw,sedan/wagon,plug-in hybrid electric,dual/bi-fueled,76.0
11176,"yukon denali, 4wd",2014,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
10359,sonata hybrid,2012,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,40.0
11625,panamera s e-hybrid,2016,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,51.0
12272,tahoe k1500 4wd,2020,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
13034,rav4 hybrid awd,2022,auto,toyota,suv,hybrid electric,hybrid electric,41.0
460,stratus ffv,2006,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,28.0
10491,500e,2013,auto,fiat,sedan/wagon,electric,dedicated,116.0
954,malibu,2010,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,30.0
13031,range rover velar p400 mhev,2022,auto,land rover,suv,hybrid electric,dedicated,25.0
96,crown victoria cng,2001,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,25.0
197,tahoe ffv,2002,auto,chevrolet,suv,ethanol (e85),flexible fuel,18.0
696,terraza ffv,2007,auto,buick,van,ethanol (e85),flexible fuel,25.0
12168,outlander phev,2019,auto,mitsubishi,suv,plug-in hybrid electric,hybrid electric,26.0
10005,town car,2011,auto,lincoln,sedan/wagon,ethanol (e85),flexible fuel,24.0
11523,tahoe 2wd/4wd,2016,auto,chevrolet,suv,ethanol (e85),dedicated,23.0
12541,prius eco,2021,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,58.0
12943,e 450 (convertible),2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,29.0
818,avenger ffv,2008,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
11835,canyon 2wd,2018,auto,gmc,pickup,biodiesel (b20),dedicated,30.0
840,civic gx,2009,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,36.0
12190,ux 250h awd,2019,auto,lexus,sedan/wagon,hybrid electric,dedicated,41.0
10127,sonata hybrid,2011,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,39.0
605,econoline clubwagon,1997,auto,ford,van,cng - compressed natural gas,dedicated,17.0
12908,escalade 4wd,2022,auto,cadillac,suv,biodiesel (b20),dedicated,26.0
11959,model x awd - 100d,2018,auto,tesla,suv,electric,dedicated,89.0
884,yukon 1500 hybrid,2009,auto,gmc,suv,hybrid electric,hybrid electric,20.0
12648,amg cls 53 4matic+,2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,26.0
12804,m440i convertible,2022,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,31.0
12944,e 450 4matic (coupe),2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,29.0
621,ram wagon,1995,auto,dodge,van,cng - compressed natural gas,dedicated,17.0
10150,equinox fwd,2011,auto,chevrolet,suv,ethanol (e85),flexible fuel,24.0
12598,a4 s line quattro,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,31.0
951,crown victoria,2010,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,24.0
12368,model s long range,2020,auto,tesla,sedan/wagon,electric,dedicated,115.0
12956,rs e-tron gt,2022,auto,audi,suv,electric,unknown,100.0
600,caravan epic,1999,single,dodge,van,electric,dedicated,67.0
201,s-10 ffv,2002,auto,chevrolet,pickup,ethanol (e85),flexible fuel,25.0
11695,silverado 15 hybrid 2wd,2017,auto,chevrolet,pickup,hybrid electric,hybrid electric,24.0
202,sonoma ffv,2002,auto,gmc,pickup,ethanol (e85),flexible fuel,25.0
886,silverado 1500 hybrid,2009,auto,chevrolet,pickup,hybrid electric,hybrid electric,22.0
10594,sierra c / k 1500,2013,auto,gmc,pickup,hybrid electric,hybrid electric,23.0
12355,ls 500h,2020,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,33.0
12663,e 450 4matic,2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
13061,nexo,2022,auto,hyundai,suv,hydrogen fuel cell,dedicated,59.0
12339,outlander phev,2020,auto,mitsubishi,suv,plug-in hybrid electric,hybrid electric,26.0
11261,spark,2014,auto,chevrolet,sedan/wagon,electric,dedicated,128.0
12008,f-150 2wd,2018,auto,ford,pickup,biodiesel (b20),dedicated,30.0
10575,escalade 2wd/ awd,2013,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
12575,silverado 2wd,2021,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
12471,transit t150 passenger van 4wd ffv,2020,auto,ford,passenger van/shuttle bus,ethanol (e85),flexible fuel,19.0
11473,charger rwd/awd,2015,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,31.0
11934,prius c,2018,auto,toyota,sedan/wagon,hybrid electric,flexible fuel,48.0
932,ls 600h,2009,unknown,lexus,sedan/wagon,hybrid electric,hybrid electric,22.0
12399,crosstrek hybrid awd,2020,auto,subaru,suv,plug-in hybrid electric,dedicated,36.0
12732,cayenne turbo s e-hybrid,2021,auto,porsche,suv,plug-in hybrid electric,hybrid electric,20.0
12919,yukon xl 4wd,2022,auto,gmc,suv,biodiesel (b20),dedicated,26.0
856,town car ffv,2009,auto,lincoln,sedan/wagon,ethanol (e85),flexible fuel,24.0
11130,"escalade esv, 2wd/4wd",2014,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
12117,f-150 4wd ffv,2019,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
640,econoline clubwagon,1996,auto,ford,van,cng - compressed natural gas,dedicated,17.0
832,lexus gs 450h hybrid,2008,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,25.0
12303,silverado 2wd,2020,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
10298,expedition 2wd/4wd,2012,auto,ford,suv,ethanol (e85),flexible fuel,20.0
11791,q70 hybrid,2017,auto,infiniti,sedan/wagon,hybrid electric,hybrid electric,33.0
12961,taycan 4s perf battery plus,2022,auto,porsche,sedan/wagon,electric,dedicated,81.0
11133,"silverado 1500, 2wd/4wd",2014,auto,chevrolet,pickup,ethanol (e85),flexible fuel,24.0
11780,model s awd - p100d,2017,auto,tesla,sedan/wagon,electric,dedicated,105.0
577,ev1-lead acid,2000,single,general motors ev,sedan/wagon,electric,dedicated,26.0
12798,q8 quattro,2022,auto,audi,suv,hybrid electric,hybrid electric,23.0
11713,prius eco,2017,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,58.0
12779,cooper se hardtop 2 door,2022,auto,mini,sedan/wagon,electric,unknown,119.0
12082,niro touring,2019,auto,kia,sedan/wagon,hybrid electric,hybrid electric,46.0
